cycle,e_sweep,e_obs,attr_std,trans_std,e_alt,attr_r1,r1_disagree,trans_r1,pop_xor,attr_r2,r2_disagree,trans_r2,e_lag,attr_r3,r3_disagree,trans_r3,e_r4,attr_r4,r4_disagree,trans_r4,rot_k,epoch_mask
1262,47,46,4,0,47,4,0,0,9,4,0,0,45,4,0,0,26,4,0,0,0,7482
1263,48,47,4,0,42,4,0,0,7,4,0,0,46,4,0,0,41,4,0,0,3,5353
1264,49,48,4,0,25,4,0,0,2,4,0,0,47,4,0,0,16,4,0,0,3,5353
1265,50,49,4,0,30,4,0,0,6,4,0,0,48,4,0,0,30,4,0,0,3,5353
1266,51,50,2,1,16,4,1,0,5,4,1,0,49,4,1,0,1,4,1,0,3,5353
1267,52,51,2,0,20,4,1,0,6,4,1,0,50,2,0,1,8,4,1,0,3,5353
1268,53,52,2,0,9,4,1,0,3,4,1,0,51,2,0,0,53,2,0,1,3,5353
1269,54,53,2,0,12,4,1,0,8,4,1,0,52,2,0,0,63,3,1,1,3,5353
1270,55,55,2,0,7,4,1,0,10,4,1,0,53,2,0,0,43,4,1,1,3,5353
1271,56,56,2,0,60,2,0,1,8,4,1,0,55,2,0,0,19,4,1,0,3,5353
1272,57,56,2,0,63,3,1,1,5,4,1,0,56,2,0,0,20,4,1,0,3,5353
1273,58,57,2,0,59,2,0,1,6,4,1,0,56,2,0,0,29,4,1,0,3,5353
1274,59,58,2,0,55,2,0,0,6,4,1,0,57,2,0,0,7,4,1,0,3,5353
1275,60,59,2,0,50,2,0,0,6,4,1,0,58,2,0,0,12,4,1,0,3,5353
1276,61,60,2,0,45,4,1,1,8,4,1,0,59,2,0,0,53,2,0,1,3,5353
1277,62,61,2,0,43,4,1,0,5,4,1,0,60,2,0,0,56,2,0,0,3,5353
1278,63,62,2,0,37,4,1,0,8,4,1,0,61,2,0,0,38,4,1,1,3,5353
1279,0,63,3,1,34,4,1,0,7,4,1,0,62,2,1,0,30,4,1,0,6,5031
1280,1,0,1,1,1,4,1,0,0,1,0,1,63,3,1,1,22,4,1,0,6,5031
1281,2,1,4,1,6,4,0,0,4,4,0,1,0,1,1,1,38,4,0,0,6,5031
1282,3,2,4,0,9,4,0,0,2,4,0,0,1,4,0,1,7,4,0,0,6,5031
1283,4,3,4,0,13,4,0,0,4,4,0,0,2,4,0,0,4,4,0,0,6,5031
1284,5,4,4,0,18,4,0,0,7,4,0,0,3,4,0,0,2,4,0,0,6,5031
1285,6,5,4,0,23,4,0,0,5,4,0,0,4,4,0,0,31,4,0,0,6,5031
1286,7,6,4,0,26,4,0,0,3,4,0,0,5,4,0,0,20,4,0,0,6,5031
1287,8,7,4,0,29,4,0,0,6,4,0,0,6,4,0,0,35,4,0,0,6,5031
1288,9,8,4,0,37,4,0,0,9,4,0,0,7,4,0,0,28,4,0,0,6,5031
1289,10,9,4,0,33,4,0,0,8,4,0,0,8,4,0,0,18,4,0,0,6,5031
1290,11,10,4,0,46,4,0,0,7,4,0,0,9,4,0,0,63,3,1,1,6,5031
1291,12,11,4,0,40,4,0,0,7,4,0,0,10,4,0,0,20,4,0,1,6,5031
1292,13,12,4,0,52,2,1,1,8,4,0,0,11,4,0,0,35,4,0,0,6,5031
1293,14,13,4,0,51,2,1,0,8,4,0,0,12,4,0,0,29,4,0,0,6,5031
1294,15,14,4,0,62,2,1,0,4,4,0,0,13,4,0,0,16,4,0,0,6,5031
1295,16,15,4,0,56,2,1,0,7,4,0,0,14,4,0,0,18,4,0,0,9,3741
1296,17,16,4,0,10,4,0,1,8,4,0,0,15,4,0,0,43,4,0,0,9,3741
1297,18,17,4,0,15,4,0,0,6,4,0,0,16,4,0,0,27,4,0,0,9,3741
1298,19,18,4,0,2,4,0,0,6,4,0,0,17,4,0,0,51,2,1,1,9,3741
1299,20,19,4,0,4,4,0,0,7,4,0,0,18,4,0,0,35,4,0,1,9,3741
1300,21,20,4,0,24,4,0,0,6,4,0,0,19,4,0,0,3,4,0,0,9,3741
1301,22,21,4,0,31,4,0,0,5,4,0,0,20,4,0,0,3,4,0,0,9,3741
1302,23,22,4,0,17,4,0,0,10,4,0,0,21,4,0,0,11,4,0,0,9,3741
1303,24,24,4,0,44,4,0,0,6,4,0,0,22,4,0,0,43,4,0,0,9,3741
1304,25,25,4,0,40,4,0,0,5,4,0,0,24,4,0,0,51,2,1,1,9,3741
1305,26,25,4,0,43,4,0,0,5,4,0,0,25,4,0,0,19,4,0,1,9,3741
1306,27,26,4,0,38,4,0,0,8,4,0,0,25,4,0,0,43,4,0,0,9,3741
1307,28,27,4,0,32,4,0,0,6,4,0,0,26,4,0,0,19,4,0,0,9,3741
1308,29,28,4,0,61,2,1,1,6,4,0,0,27,4,0,0,43,4,0,0,9,3741
1309,30,29,4,0,59,2,1,0,8,4,0,0,28,4,0,0,19,4,0,0,9,3741
1310,31,30,4,0,52,2,1,0,8,4,0,0,29,4,0,0,35,4,0,0,9,3741
1311,32,31,4,0,50,2,1,0,7,4,0,0,30,4,0,0,38,4,0,0,12,6772
1312,33,32,4,0,19,4,0,1,7,4,0,0,31,4,0,0,57,2,1,1,12,6772
1313,34,33,4,0,22,4,0,0,4,4,0,0,32,4,0,0,57,2,1,0,12,6772
1314,35,35,4,0,29,4,0,0,5,4,0,0,33,4,0,0,56,2,1,0,12,6772
1315,36,36,4,0,2,4,0,0,7,4,0,0,35,4,0,0,59,2,1,0,12,6772
1316,37,36,4,0,1,4,0,0,4,4,0,0,36,4,0,0,59,2,1,0,12,6772
1317,38,37,4,0,4,4,0,0,7,4,0,0,36,4,0,0,59,2,1,0,12,6772
1318,39,38,4,0,11,4,0,0,8,4,0,0,37,4,0,0,58,2,1,0,12,6772
1319,40,39,4,0,14,4,0,0,6,4,0,0,38,4,0,0,58,2,1,0,12,6772
1320,41,40,4,0,53,2,1,1,8,4,0,0,39,4,0,0,61,2,1,0,12,6772
1321,42,41,4,0,50,2,1,0,5,4,0,0,40,4,0,0,61,2,1,0,12,6772
1322,43,42,4,0,61,2,1,0,7,4,0,0,41,4,0,0,60,2,1,0,12,6772
1323,44,43,4,0,57,2,1,0,6,4,0,0,42,4,0,0,60,2,1,0,12,6772
1324,45,44,4,0,39,4,0,1,9,4,0,0,43,4,0,0,63,3,1,1,12,6772
1325,46,45,4,0,35,4,0,0,7,4,0,0,44,4,0,0,63,3,1,0,12,6772
1326,47,46,4,0,45,4,0,0,11,4,0,0,45,4,0,0,62,2,1,1,12,6772
1327,48,47,4,0,43,4,0,0,6,4,0,0,46,4,0,0,27,4,0,1,2,2515
1328,49,48,4,0,25,4,0,0,7,4,0,0,47,4,0,0,38,4,0,0,2,2515
1329,50,49,4,0,29,4,0,0,6,4,0,0,48,4,0,0,34,4,0,0,2,2515
1330,51,50,2,1,19,4,1,0,6,4,1,0,49,4,1,0,45,4,1,0,2,2515
1331,52,51,2,0,20,4,1,0,7,4,1,0,50,2,0,1,42,4,1,0,2,2515
1332,53,52,2,0,8,4,1,0,6,4,1,0,51,2,0,0,53,2,0,1,2,2515
1333,54,54,2,0,3,4,1,0,4,4,1,0,52,2,0,0,63,3,1,1,2,2515
1334,55,54,2,0,0,1,1,1,7,4,1,0,54,2,0,0,60,2,0,1,2,2515
1335,56,55,2,0,5,4,1,1,7,4,1,0,54,2,0,0,57,2,0,0,2,2515
1336,57,56,2,0,60,2,0,1,7,4,1,0,55,2,0,0,7,4,1,1,2,2515
1337,58,57,2,0,57,2,0,0,8,4,1,0,56,2,0,0,2,4,1,0,2,2515
1338,59,58,2,0,55,2,0,0,6,4,1,0,57,2,0,0,13,4,1,0,2,2515
1339,60,60,2,0,46,4,1,1,8,4,1,0,58,2,0,0,23,4,1,0,2,2515
1340,61,61,2,0,42,4,1,0,8,4,1,0,60,2,0,0,19,4,1,0,2,2515
1341,62,62,2,0,39,4,1,0,5,4,1,0,61,2,0,0,31,4,1,0,2,2515
1342,63,62,2,0,36,4,1,0,9,4,1,0,62,2,0,0,28,4,1,0,2,2515
1343,0,63,3,1,32,4,1,0,9,4,1,0,62,2,1,0,39,4,1,0,5,1870
1344,1,0,1,1,2,4,1,0,0,1,0,1,63,3,1,1,13,4,1,0,5,1870
1345,2,1,4,1,7,4,0,0,3,4,0,1,0,1,1,1,33,4,0,0,5,1870
1346,3,2,4,0,11,4,0,0,5,4,0,0,1,4,0,1,9,4,0,0,5,1870
1347,4,3,4,0,13,4,0,0,3,4,0,0,2,4,0,0,57,2,1,1,5,1870
1348,5,4,4,0,18,4,0,0,3,4,0,0,3,4,0,0,25,4,0,1,5,1870
1349,6,5,4,0,22,4,0,0,6,4,0,0,4,4,0,0,56,2,1,1,5,1870
1350,7,6,4,0,27,4,0,0,4,4,0,0,5,4,0,0,26,4,0,1,5,1870
1351,8,7,4,0,30,4,0,0,6,4,0,0,6,4,0,0,54,2,1,1,5,1870
1352,9,8,4,0,38,4,0,0,7,4,0,0,7,4,0,0,15,4,0,1,5,1870
1353,10,10,4,0,45,4,0,0,8,4,0,0,8,4,0,0,29,4,0,0,5,1870
1354,11,10,4,0,46,4,0,0,7,4,0,0,10,4,0,0,3,4,0,0,5,1870
1355,12,11,4,0,42,4,0,0,5,4,0,0,10,4,0,0,36,4,0,0,5,1870
1356,13,12,4,0,55,2,1,1,6,4,0,0,11,4,0,0,18,4,0,0,5,1870
1357,14,13,4,0,49,4,0,1,9,4,0,0,12,4,0,0,38,4,0,0,5,1870
1358,15,14,4,0,61,2,1,1,11,4,0,0,13,4,0,0,14,4,0,0,5,1870
1359,16,16,4,0,8,4,0,1,6,4,0,0,14,4,0,0,60,2,1,1,8,7482
1360,17,17,4,0,12,4,0,0,6,4,0,0,16,4,0,0,48,4,0,1,8,7482
1361,18,17,4,0,15,4,0,0,7,4,0,0,17,4,0,0,12,4,0,0,8,7482
1362,19,18,4,0,2,4,0,0,7,4,0,0,17,4,0,0,36,4,0,0,8,7482
1363,20,19,4,0,7,4,0,0,5,4,0,0,18,4,0,0,48,4,0,0,8,7482
1364,21,20,4,0,25,4,0,0,7,4,0,0,19,4,0,0,28,4,0,0,8,7482
1365,22,21,4,0,28,4,0,0,7,4,0,0,20,4,0,0,0,1,1,1,8,7482
1366,23,22,4,0,18,4,0,0,6,4,0,0,21,4,0,0,56,2,1,1,8,7482
1367,24,23,4,0,22,4,0,0,8,4,0,0,22,4,0,0,12,4,0,1,8,7482
1368,25,24,4,0,47,4,0,0,4,4,0,0,23,4,0,0,36,4,0,0,8,7482
1369,26,25,4,0,42,4,0,0,7,4,0,0,24,4,0,0,52,2,1,1,8,7482
1370,27,26,4,0,38,4,0,0,8,4,0,0,25,4,0,0,20,4,0,1,8,7482
1371,28,27,4,0,35,4,0,0,6,4,0,0,26,4,0,0,16,4,0,0,8,7482
1372,29,28,4,0,62,2,1,1,5,4,0,0,27,4,0,0,28,4,0,0,8,7482
1373,30,29,4,0,58,2,1,0,3,4,0,0,28,4,0,0,0,1,1,1,8,7482
1374,31,30,4,0,54,2,1,0,9,4,0,0,29,4,0,0,60,2,1,1,8,7482
1375,32,31,4,0,50,2,1,0,6,4,0,0,30,4,0,0,52,2,1,0,11,5353
1376,33,32,4,0,19,4,0,1,5,4,0,0,31,4,0,0,59,2,1,0,11,5353
1377,34,33,4,0,21,4,0,0,6,4,0,0,32,4,0,0,27,4,0,1,11,5353
1378,35,34,4,0,26,4,0,0,8,4,0,0,33,4,0,0,59,2,1,1,11,5353
1379,36,35,4,0,31,4,0,0,4,4,0,0,34,4,0,0,59,2,1,0,11,5353
1380,37,36,4,0,1,4,0,0,6,4,0,0,35,4,0,0,58,2,1,0,11,5353
1381,38,37,4,0,5,4,0,0,8,4,0,0,36,4,0,0,58,2,1,0,11,5353
1382,39,38,4,0,9,4,0,0,9,4,0,0,37,4,0,0,26,4,0,1,11,5353
1383,40,40,4,0,52,2,1,1,4,4,0,0,38,4,0,0,25,4,0,0,11,5353
1384,41,41,4,0,48,4,0,1,7,4,0,0,40,4,0,0,25,4,0,0,11,5353
1385,42,41,4,0,51,2,1,1,7,4,0,0,41,4,0,0,57,2,1,1,11,5353
1386,43,42,4,0,63,3,1,1,3,4,0,0,41,4,0,0,25,4,0,1,11,5353
1387,44,43,4,0,57,2,1,1,9,4,0,0,42,4,0,0,57,2,1,1,11,5353
1388,45,44,4,0,39,4,0,1,7,4,0,0,43,4,0,0,56,2,1,0,11,5353
1389,46,45,4,0,35,4,0,0,6,4,0,0,44,4,0,0,24,4,0,1,11,5353
1390,47,46,4,0,44,4,0,0,7,4,0,0,45,4,0,0,24,4,0,0,11,5353
1391,48,47,4,0,41,4,0,0,5,4,0,0,46,4,0,0,17,4,0,0,1,5031
1392,49,48,4,0,27,4,0,0,4,4,0,0,47,4,0,0,47,4,0,0,1,5031
1393,50,49,4,0,30,4,0,0,8,4,0,0,48,4,0,0,45,4,0,0,1,5031
1394,51,50,2,1,16,4,1,0,4,4,1,0,49,4,1,0,42,4,1,0,1,5031
1395,52,51,2,0,20,4,1,0,7,4,1,0,50,2,0,1,40,4,1,0,1,5031
1396,53,52,2,0,8,4,1,0,7,4,1,0,51,2,0,0,39,4,1,0,1,5031
1397,54,53,2,0,15,4,1,0,6,4,1,0,52,2,0,0,36,4,1,0,1,5031
1398,55,54,2,0,2,4,1,0,8,4,1,0,53,2,0,0,34,4,1,0,1,5031
1399,56,55,2,0,5,4,1,0,4,4,1,0,54,2,0,0,33,4,1,0,1,5031
1400,57,56,2,0,61,2,0,1,8,4,1,0,55,2,0,0,62,2,0,1,1,5031
1401,58,57,2,0,57,2,0,0,6,4,1,0,56,2,0,0,60,2,0,0,1,5031
1402,59,58,2,0,55,2,0,0,5,4,1,0,57,2,0,0,59,2,0,0,1,5031
1403,60,59,2,0,48,4,1,1,7,4,1,0,58,2,0,0,56,2,0,0,1,5031
1404,61,60,2,0,44,4,1,0,9,4,1,0,59,2,0,0,55,2,0,0,1,5031
1405,62,61,2,0,41,4,1,0,7,4,1,0,60,2,0,0,53,2,0,0,1,5031
1406,63,62,2,0,36,4,1,0,9,4,1,0,61,2,0,0,51,2,0,0,1,5031
1407,0,63,3,1,34,4,1,0,8,4,1,0,62,2,1,0,12,4,1,1,4,3741
1408,1,0,1,1,2,4,1,0,0,1,0,1,63,3,1,1,48,4,1,0,4,3741
1409,2,1,4,1,4,4,0,0,3,4,0,1,0,1,1,1,40,4,0,0,4,3741
1410,3,2,4,0,9,4,0,0,3,4,0,0,1,4,0,1,24,4,0,0,4,3741
1411,4,3,4,0,13,4,0,0,2,4,0,0,2,4,0,0,8,4,0,0,4,3741
1412,5,4,4,0,18,4,0,0,4,4,0,0,3,4,0,0,56,2,1,1,4,3741
1413,6,5,4,0,22,4,0,0,6,4,0,0,4,4,0,0,40,4,0,1,4,3741
1414,7,6,4,0,27,4,0,0,5,4,0,0,5,4,0,0,25,4,0,0,4,3741
1415,8,7,4,0,30,4,0,0,4,4,0,0,6,4,0,0,14,4,0,0,4,3741
1416,9,8,4,0,37,4,0,0,8,4,0,0,7,4,0,0,61,2,1,1,4,3741
1417,10,9,4,0,35,4,0,0,7,4,0,0,8,4,0,0,39,4,0,1,4,3741
1418,11,10,4,0,47,4,0,0,4,4,0,0,9,4,0,0,18,4,0,0,4,3741
1419,12,11,4,0,42,4,0,0,8,4,0,0,10,4,0,0,4,4,0,0,4,3741
1420,13,12,4,0,52,2,1,1,8,4,0,0,11,4,0,0,48,4,0,0,4,3741
1421,14,13,4,0,50,2,1,0,7,4,0,0,12,4,0,0,41,4,0,0,4,3741
1422,15,14,4,0,62,2,1,0,5,4,0,0,13,4,0,0,30,4,0,0,4,3741
1423,16,15,4,0,58,2,1,0,6,4,0,0,14,4,0,0,27,4,0,0,7,6772
1424,17,16,4,0,10,4,0,1,7,4,0,0,15,4,0,0,61,2,1,1,7,6772
1425,18,17,4,0,12,4,0,0,9,4,0,0,16,4,0,0,49,4,0,1,7,6772
1426,19,18,4,0,0,1,1,1,4,4,0,0,17,4,0,0,9,4,0,0,7,6772
1427,20,19,4,0,4,4,0,1,6,4,0,0,18,4,0,0,27,4,0,0,7,6772
1428,21,20,4,0,24,4,0,0,7,4,0,0,19,4,0,0,63,3,1,1,7,6772
1429,22,21,4,0,30,4,0,0,8,4,0,0,20,4,0,0,55,2,1,1,7,6772
1430,23,22,4,0,18,4,0,0,7,4,0,0,21,4,0,0,5,4,0,1,7,6772
1431,24,23,4,0,21,4,0,0,5,4,0,0,22,4,0,0,35,4,0,0,7,6772
1432,25,25,4,0,40,4,0,0,8,4,0,0,23,4,0,0,43,4,0,0,7,6772
1433,26,25,4,0,43,4,0,0,7,4,0,0,25,4,0,0,23,4,0,0,7,6772
1434,27,26,4,0,38,4,0,0,10,4,0,0,25,4,0,0,7,4,0,0,7,6772
1435,28,27,4,0,35,4,0,0,5,4,0,0,26,4,0,0,39,4,0,0,7,6772
1436,29,29,4,0,58,2,1,1,8,4,0,0,27,4,0,0,47,4,0,0,7,6772
1437,30,30,4,0,55,2,1,0,10,4,0,0,29,4,0,0,47,4,0,0,7,6772
1438,31,31,4,0,51,2,1,0,12,2,1,1,30,4,0,0,47,4,0,0,7,6772
1439,32,32,4,0,16,4,0,1,4,4,0,1,31,4,0,0,19,4,0,0,10,2515
1440,33,33,4,0,20,4,0,0,6,4,0,0,32,4,0,0,3,4,0,0,10,2515
1441,34,34,4,0,25,4,0,0,8,4,0,0,33,4,0,0,35,4,0,0,10,2515
1442,35,34,4,0,26,4,0,0,6,4,0,0,34,4,0,0,51,2,1,1,10,2515
1443,36,35,4,0,31,4,0,0,5,4,0,0,34,4,0,0,19,4,0,1,10,2515
1444,37,36,4,0,2,4,0,0,8,4,0,0,35,4,0,0,19,4,0,0,10,2515
1445,38,37,4,0,7,4,0,0,5,4,0,0,36,4,0,0,3,4,0,0,10,2515
1446,39,38,4,0,9,4,0,0,7,4,0,0,37,4,0,0,51,2,1,1,10,2515
1447,40,40,4,0,52,2,1,1,6,4,0,0,38,4,0,0,50,2,1,0,10,2515
1448,41,40,4,0,55,2,1,0,6,4,0,0,40,4,0,0,34,4,0,1,10,2515
1449,42,41,4,0,51,2,1,0,6,4,0,0,40,4,0,0,34,4,0,0,10,2515
1450,43,42,4,0,60,2,1,0,6,4,0,0,41,4,0,0,50,2,1,1,10,2515
1451,44,43,4,0,59,2,1,0,7,4,0,0,42,4,0,0,18,4,0,1,10,2515
1452,45,44,4,0,38,4,0,1,7,4,0,0,43,4,0,0,2,4,0,0,10,2515
1453,46,45,4,0,35,4,0,0,5,4,0,0,44,4,0,0,34,4,0,0,10,2515
1454,47,46,4,0,45,4,0,0,11,4,0,0,45,4,0,0,34,4,0,0,10,2515
1455,48,47,4,0,40,4,0,0,7,4,0,0,46,4,0,0,50,2,1,1,0,1870
1456,49,48,4,0,26,4,0,0,5,4,0,0,47,4,0,0,45,4,0,1,0,1870
1457,50,49,4,0,28,4,0,0,6,4,0,0,48,4,0,0,44,4,0,0,0,1870
1458,51,50,2,1,17,4,1,0,7,4,1,0,49,4,1,0,47,4,1,0,0,1870
1459,52,51,2,0,21,4,1,0,7,4,1,0,50,2,0,1,46,4,1,0,0,1870
1460,53,52,2,0,11,4,1,0,8,4,1,0,51,2,0,0,41,4,1,0,0,1870
1461,54,53,2,0,15,4,1,0,6,4,1,0,52,2,0,0,40,4,1,0,0,1870
1462,55,54,2,0,1,4,1,0,7,4,1,0,53,2,0,0,43,4,1,0,0,1870
1463,56,55,2,0,7,4,1,0,5,4,1,0,54,2,0,0,42,4,1,0,0,1870
1464,57,56,2,0,61,2,0,1,7,4,1,0,55,2,0,0,37,4,1,0,0,1870
1465,58,57,2,0,57,2,0,0,6,4,1,0,56,2,0,0,36,4,1,0,0,1870
1466,59,58,2,0,54,2,0,0,7,4,1,0,57,2,0,0,39,4,1,0,0,1870
1467,60,59,2,0,48,4,1,1,5,4,1,0,58,2,0,0,38,4,1,0,0,1870
1468,61,60,2,0,45,4,1,0,6,4,1,0,59,2,0,0,33,4,1,0,0,1870
1469,62,61,2,0,40,4,1,0,9,4,1,0,60,2,0,0,32,4,1,0,0,1870
1470,63,63,3,1,35,4,1,0,10,4,1,0,61,2,1,0,34,4,1,0,0,1870
1471,0,63,3,0,32,4,1,0,12,2,1,1,63,3,0,1,11,4,1,0,3,7482
1472,1,0,1,1,3,4,1,0,0,1,0,1,63,3,1,0,51,2,1,1,3,7482
1473,2,1,4,1,7,4,0,0,3,4,0,1,0,1,1,1,58,2,1,0,3,7482
1474,3,2,4,0,11,4,0,0,7,4,0,0,1,4,0,1,32,4,0,1,3,7482
1475,4,4,4,0,18,4,0,0,6,4,0,0,2,4,0,0,20,4,0,0,3,7482
1476,5,5,4,0,22,4,0,0,7,4,0,0,4,4,0,0,28,4,0,0,3,7482
1477,6,5,4,0,21,4,0,0,4,4,0,0,5,4,0,0,27,4,0,0,3,7482
1478,7,6,4,0,24,4,0,0,8,4,0,0,5,4,0,0,2,4,0,0,3,7482
1479,8,7,4,0,30,4,0,0,7,4,0,0,6,4,0,0,15,4,0,0,3,7482
1480,9,8,4,0,39,4,0,0,6,4,0,0,7,4,0,0,50,2,1,1,3,7482
1481,10,9,4,0,33,4,0,0,8,4,0,0,8,4,0,0,63,3,1,1,3,7482
1482,11,10,4,0,47,4,0,0,7,4,0,0,9,4,0,0,33,4,0,1,3,7482
1483,12,11,4,0,41,4,0,0,6,4,0,0,10,4,0,0,45,4,0,0,3,7482
1484,13,12,4,0,54,2,1,1,8,4,0,0,11,4,0,0,21,4,0,0,3,7482
1485,14,13,4,0,51,2,1,0,7,4,0,0,12,4,0,0,30,4,0,0,3,7482
1486,15,14,4,0,61,2,1,0,6,4,0,0,13,4,0,0,0,1,1,1,3,7482
1487,16,15,4,0,56,2,1,0,5,4,0,0,14,4,0,0,43,4,0,1,6,5353
1488,17,16,4,0,10,4,0,1,3,4,0,0,15,4,0,0,58,2,1,1,6,5353
1489,18,17,4,0,12,4,0,0,7,4,0,0,16,4,0,0,25,4,0,1,6,5353
1490,19,18,4,0,1,4,0,0,6,4,0,0,17,4,0,0,30,4,0,0,6,5353
1491,20,19,4,0,4,4,0,0,5,4,0,0,18,4,0,0,1,4,0,0,6,5353
1492,21,20,4,0,27,4,0,0,5,4,0,0,19,4,0,0,15,4,0,0,6,5353
1493,22,21,4,0,29,4,0,0,7,4,0,0,20,4,0,0,35,4,0,0,6,5353
1494,23,22,4,0,18,4,0,0,6,4,0,0,21,4,0,0,10,4,0,0,6,5353
1495,24,23,4,0,21,4,0,0,7,4,0,0,22,4,0,0,56,2,1,1,6,5353
1496,25,24,4,0,44,4,0,0,6,4,0,0,23,4,0,0,29,4,0,1,6,5353
1497,26,25,4,0,41,4,0,0,5,4,0,0,24,4,0,0,6,4,0,0,6,5353
1498,27,26,4,0,39,4,0,0,8,4,0,0,25,4,0,0,48,4,0,0,6,5353
1499,28,27,4,0,34,4,0,0,5,4,0,0,26,4,0,0,45,4,0,0,6,5353
1500,29,28,4,0,61,2,1,1,7,4,0,0,27,4,0,0,39,4,0,0,6,5353
1501,30,29,4,0,56,2,1,0,8,4,0,0,28,4,0,0,51,2,1,1,6,5353
1502,31,30,4,0,52,2,1,0,9,4,0,0,29,4,0,0,42,4,0,1,6,5353
1503,32,31,4,0,49,4,0,1,7,4,0,0,30,4,0,0,23,4,0,0,9,5031
1504,33,32,4,0,16,4,0,0,3,4,0,0,31,4,0,0,60,2,1,1,9,5031
1505,34,33,4,0,21,4,0,0,7,4,0,0,32,4,0,0,36,4,0,1,9,5031
1506,35,34,4,0,27,4,0,0,5,4,0,0,33,4,0,0,28,4,0,0,9,5031
1507,36,35,4,0,30,4,0,0,7,4,0,0,34,4,0,0,36,4,0,0,9,5031
1508,37,36,4,0,1,4,0,0,3,4,0,0,35,4,0,0,20,4,0,0,9,5031
1509,38,37,4,0,7,4,0,0,7,4,0,0,36,4,0,0,60,2,1,1,9,5031
1510,39,38,4,0,8,4,0,0,7,4,0,0,37,4,0,0,44,4,0,1,9,5031
1511,40,39,4,0,13,4,0,0,4,4,0,0,38,4,0,0,4,4,0,0,9,5031
1512,41,40,4,0,55,2,1,1,6,4,0,0,39,4,0,0,20,4,0,0,9,5031
1513,42,41,4,0,50,2,1,0,8,4,0,0,40,4,0,0,60,2,1,1,9,5031
1514,43,42,4,0,60,2,1,0,7,4,0,0,41,4,0,0,44,4,0,1,9,5031
1515,44,43,4,0,59,2,1,0,8,4,0,0,42,4,0,0,4,4,0,0,9,5031
1516,45,44,4,0,37,4,0,1,4,4,0,0,43,4,0,0,20,4,0,0,9,5031
1517,46,45,4,0,32,4,0,0,4,4,0,0,44,4,0,0,52,2,1,1,9,5031
1518,47,46,4,0,46,4,0,0,8,4,0,0,45,4,0,0,52,2,1,0,9,5031
1519,48,47,4,0,41,4,0,0,7,4,0,0,46,4,0,0,45,4,0,1,12,3741
1520,49,49,4,0,28,4,0,0,4,4,0,0,47,4,0,0,34,4,0,0,12,3741
1521,50,50,2,1,17,4,1,0,7,4,1,0,49,4,1,0,35,4,1,0,12,3741
1522,51,51,2,0,21,4,1,0,7,4,1,0,50,2,0,1,35,4,1,0,12,3741
1523,52,52,2,0,10,4,1,0,9,4,1,0,51,2,0,0,32,4,1,0,12,3741
1524,53,53,2,0,14,4,1,0,9,4,1,0,52,2,0,0,32,4,1,0,12,3741
1525,54,53,2,0,13,4,1,0,6,4,1,0,53,2,0,0,32,4,1,0,12,3741
1526,55,54,2,0,1,4,1,0,9,4,1,0,53,2,0,0,33,4,1,0,12,3741
1527,56,55,2,0,7,4,1,0,5,4,1,0,54,2,0,0,33,4,1,0,12,3741
1528,57,56,2,0,60,2,0,1,7,4,1,0,55,2,0,0,38,4,1,0,12,3741
1529,58,57,2,0,56,2,0,0,5,4,1,0,56,2,0,0,38,4,1,0,12,3741
1530,59,58,2,0,53,2,0,0,7,4,1,0,57,2,0,0,39,4,1,0,12,3741
1531,60,59,2,0,48,4,1,1,7,4,1,0,58,2,0,0,39,4,1,0,12,3741
1532,61,60,2,0,44,4,1,0,7,4,1,0,59,2,0,0,36,4,1,0,12,3741
1533,62,62,2,0,39,4,1,0,8,4,1,0,60,2,0,0,37,4,1,0,12,3741
1534,63,62,2,0,36,4,1,0,7,4,1,0,62,2,0,0,37,4,1,0,12,3741
1535,0,63,3,1,33,4,1,0,10,4,1,0,62,2,1,0,23,4,1,0,2,6772
1536,1,0,1,1,1,4,1,0,0,1,0,1,63,3,1,1,40,4,1,0,2,6772
1537,2,1,4,1,6,4,0,0,4,4,0,1,0,1,1,1,47,4,0,0,2,6772
1538,3,2,4,0,10,4,0,0,3,4,0,0,1,4,0,1,34,4,0,0,2,6772
1539,4,3,4,0,14,4,0,0,7,4,0,0,2,4,0,0,38,4,0,0,2,6772
1540,5,4,4,0,16,4,0,0,6,4,0,0,3,4,0,0,59,2,1,1,2,6772
1541,6,5,4,0,21,4,0,0,6,4,0,0,4,4,0,0,62,2,1,0,2,6772
1542,7,6,4,0,24,4,0,0,6,4,0,0,5,4,0,0,50,2,1,0,2,6772
1543,8,7,4,0,29,4,0,0,3,4,0,0,6,4,0,0,55,2,1,0,2,6772
1544,9,8,4,0,39,4,0,0,3,4,0,0,7,4,0,0,10,4,0,1,2,6772
1545,10,9,4,0,34,4,0,0,8,4,0,0,8,4,0,0,15,4,0,0,2,6772
1546,11,10,4,0,45,4,0,0,5,4,0,0,9,4,0,0,1,4,0,0,2,6772
1547,12,11,4,0,40,4,0,0,5,4,0,0,10,4,0,0,4,4,0,0,2,6772
1548,13,12,4,0,55,2,1,1,5,4,0,0,11,4,0,0,24,4,0,0,2,6772
1549,14,13,4,0,48,4,0,1,7,4,0,0,12,4,0,0,31,4,0,0,2,6772
