cycle,e_sweep,e_obs,attr_std,trans_std,e_alt,attr_r1,r1_disagree,trans_r1,pop_xor,attr_r2,r2_disagree,trans_r2,e_lag,attr_r3,r3_disagree,trans_r3,e_r4,attr_r4,r4_disagree,trans_r4,rot_k,epoch_mask
3083,12,12,4,0,54,2,1,1,8,4,0,0,10,4,0,0,14,4,0,0,4,5031
3084,13,13,4,0,50,2,1,0,10,4,0,0,12,4,0,0,30,4,0,0,4,5031
3085,14,13,4,0,49,4,0,1,6,4,0,0,13,4,0,0,17,4,0,0,4,5031
3086,15,14,4,0,60,2,1,1,9,4,0,0,13,4,0,0,35,4,0,0,4,5031
3087,16,15,4,0,57,2,1,0,6,4,0,0,14,4,0,0,54,2,1,1,7,3741
3088,17,17,4,0,12,4,0,1,6,4,0,0,15,4,0,0,62,2,1,0,7,3741
3089,18,18,4,0,1,4,0,0,9,4,0,0,17,4,0,0,58,2,1,0,7,3741
3090,19,18,4,0,2,4,0,0,5,4,0,0,18,4,0,0,12,4,0,1,7,3741
3091,20,19,4,0,7,4,0,0,8,4,0,0,18,4,0,0,36,4,0,0,7,3741
3092,21,20,4,0,27,4,0,0,7,4,0,0,19,4,0,0,22,4,0,0,7,3741
3093,22,21,4,0,28,4,0,0,5,4,0,0,20,4,0,0,50,2,1,1,7,3741
3094,23,23,4,0,23,4,0,0,4,4,0,0,21,4,0,0,58,2,1,0,7,3741
3095,24,23,4,0,20,4,0,0,4,4,0,0,23,4,0,0,8,4,0,1,7,3741
3096,25,24,4,0,46,4,0,0,8,4,0,0,23,4,0,0,44,4,0,0,7,3741
3097,26,25,4,0,40,4,0,0,7,4,0,0,24,4,0,0,38,4,0,0,7,3741
3098,27,26,4,0,36,4,0,0,8,4,0,0,25,4,0,0,18,4,0,0,7,3741
3099,28,27,4,0,35,4,0,0,6,4,0,0,26,4,0,0,56,2,1,1,7,3741
3100,29,28,4,0,61,2,1,1,8,4,0,0,27,4,0,0,12,4,0,1,7,3741
3101,30,29,4,0,56,2,1,0,8,4,0,0,28,4,0,0,38,4,0,0,7,3741
3102,31,30,4,0,54,2,1,0,5,4,0,0,29,4,0,0,16,4,0,0,7,3741
3103,32,31,4,0,49,4,0,1,5,4,0,0,30,4,0,0,10,4,0,0,10,6772
3104,33,32,4,0,19,4,0,0,7,4,0,0,31,4,0,0,45,4,0,0,10,6772
3105,34,33,4,0,23,4,0,0,7,4,0,0,32,4,0,0,45,4,0,0,10,6772
3106,35,34,4,0,24,4,0,0,6,4,0,0,33,4,0,0,45,4,0,0,10,6772
3107,36,35,4,0,31,4,0,0,9,4,0,0,34,4,0,0,45,4,0,0,10,6772
3108,37,36,4,0,2,4,0,0,6,4,0,0,35,4,0,0,61,2,1,1,10,6772
3109,38,37,4,0,6,4,0,0,7,4,0,0,36,4,0,0,13,4,0,1,10,6772
3110,39,38,4,0,11,4,0,0,10,4,0,0,37,4,0,0,45,4,0,0,10,6772
3111,40,39,4,0,14,4,0,0,3,4,0,0,38,4,0,0,45,4,0,0,10,6772
3112,41,40,4,0,53,2,1,1,5,4,0,0,39,4,0,0,44,4,0,0,10,6772
3113,42,41,4,0,50,2,1,0,8,4,0,0,40,4,0,0,60,2,1,1,10,6772
3114,43,42,4,0,61,2,1,0,5,4,0,0,41,4,0,0,28,4,0,1,10,6772
3115,44,43,4,0,57,2,1,0,7,4,0,0,42,4,0,0,12,4,0,0,10,6772
3116,45,44,4,0,39,4,0,1,5,4,0,0,43,4,0,0,44,4,0,0,10,6772
3117,46,45,4,0,32,4,0,0,5,4,0,0,44,4,0,0,44,4,0,0,10,6772
3118,47,46,4,0,44,4,0,0,8,4,0,0,45,4,0,0,60,2,1,1,10,6772
3119,48,47,4,0,41,4,0,0,9,4,0,0,46,4,0,0,8,4,0,1,0,2515
3120,49,48,4,0,24,4,0,0,4,4,0,0,47,4,0,0,23,4,0,0,0,2515
3121,50,49,4,0,29,4,0,0,6,4,0,0,48,4,0,0,22,4,0,0,0,2515
3122,51,50,2,1,19,4,1,0,6,4,1,0,49,4,1,0,21,4,1,0,0,2515
3123,52,51,2,0,22,4,1,0,9,4,1,0,50,2,0,1,20,4,1,0,0,2515
3124,53,52,2,0,9,4,1,0,6,4,1,0,51,2,0,0,19,4,1,0,0,2515
3125,54,53,2,0,12,4,1,0,4,4,1,0,52,2,0,0,18,4,1,0,0,2515
3126,55,54,2,0,0,1,1,1,7,4,1,0,53,2,0,0,17,4,1,0,0,2515
3127,56,55,2,0,5,4,1,1,4,4,1,0,54,2,0,0,16,4,1,0,0,2515
3128,57,56,2,0,61,2,0,1,8,4,1,0,55,2,0,0,31,4,1,0,0,2515
3129,58,57,2,0,58,2,0,0,8,4,1,0,56,2,0,0,30,4,1,0,0,2515
3130,59,58,2,0,54,2,0,0,6,4,1,0,57,2,0,0,29,4,1,0,0,2515
3131,60,59,2,0,50,2,0,0,8,4,1,0,58,2,0,0,28,4,1,0,0,2515
3132,61,60,2,0,47,4,1,1,9,4,1,0,59,2,0,0,27,4,1,0,0,2515
3133,62,61,2,0,40,4,1,0,7,4,1,0,60,2,0,0,26,4,1,0,0,2515
3134,63,62,2,0,38,4,1,0,7,4,1,0,61,2,0,0,25,4,1,0,0,2515
3135,0,63,3,1,33,4,1,0,8,4,1,0,62,2,1,0,33,4,1,0,3,1870
3136,1,0,1,1,3,4,1,0,0,1,0,1,63,3,1,1,26,4,1,0,3,1870
3137,2,1,4,1,6,4,0,0,4,4,0,1,0,1,1,1,16,4,0,0,3,1870
3138,3,2,4,0,8,4,0,0,5,4,0,0,1,4,0,1,15,4,0,0,3,1870
3139,4,3,4,0,12,4,0,0,6,4,0,0,2,4,0,0,6,4,0,0,3,1870
3140,5,4,4,0,16,4,0,0,3,4,0,0,3,4,0,0,56,2,1,1,3,1870
3141,6,5,4,0,22,4,0,0,6,4,0,0,4,4,0,0,52,2,1,0,3,1870
3142,7,6,4,0,26,4,0,0,5,4,0,0,5,4,0,0,47,4,0,1,3,1870
3143,8,7,4,0,29,4,0,0,7,4,0,0,6,4,0,0,33,4,0,0,3,1870
3144,9,8,4,0,39,4,0,0,1,4,0,0,7,4,0,0,26,4,0,0,3,1870
3145,10,9,4,0,35,4,0,0,7,4,0,0,8,4,0,0,19,4,0,0,3,1870
3146,11,10,4,0,47,4,0,0,8,4,0,0,9,4,0,0,9,4,0,0,3,1870
3147,12,11,4,0,42,4,0,0,5,4,0,0,10,4,0,0,2,4,0,0,3,1870
3148,13,12,4,0,52,2,1,1,9,4,0,0,11,4,0,0,56,2,1,1,3,1870
3149,14,13,4,0,50,2,1,0,9,4,0,0,12,4,0,0,52,2,1,0,3,1870
3150,15,14,4,0,62,2,1,0,9,4,0,0,13,4,0,0,47,4,0,1,3,1870
3151,16,15,4,0,58,2,1,0,8,4,0,0,14,4,0,0,42,4,0,0,6,7482
3152,17,16,4,0,11,4,0,1,5,4,0,0,15,4,0,0,1,4,0,0,6,7482
3153,18,17,4,0,14,4,0,0,5,4,0,0,16,4,0,0,23,4,0,0,6,7482
3154,19,18,4,0,2,4,0,0,7,4,0,0,17,4,0,0,10,4,0,0,6,7482
3155,20,19,4,0,6,4,0,0,6,4,0,0,18,4,0,0,0,1,1,1,6,7482
3156,21,20,4,0,24,4,0,0,9,4,0,0,19,4,0,0,21,4,0,1,6,7482
3157,22,21,4,0,29,4,0,0,5,4,0,0,20,4,0,0,15,4,0,0,6,7482
3158,23,22,4,0,17,4,0,0,7,4,0,0,21,4,0,0,26,4,0,0,6,7482
3159,24,23,4,0,22,4,0,0,6,4,0,0,22,4,0,0,33,4,0,0,6,7482
3160,25,24,4,0,46,4,0,0,5,4,0,0,23,4,0,0,22,4,0,0,6,7482
3161,26,25,4,0,43,4,0,0,6,4,0,0,24,4,0,0,8,4,0,0,6,7482
3162,27,26,4,0,38,4,0,0,8,4,0,0,25,4,0,0,5,4,0,0,6,7482
3163,28,27,4,0,32,4,0,0,6,4,0,0,26,4,0,0,46,4,0,0,6,7482
3164,29,28,4,0,60,2,1,1,9,4,0,0,27,4,0,0,24,4,0,0,6,7482
3165,30,29,4,0,59,2,1,0,5,4,0,0,28,4,0,0,36,4,0,0,6,7482
3166,31,30,4,0,54,2,1,0,8,4,0,0,29,4,0,0,45,4,0,0,6,7482
3167,32,31,4,0,49,4,0,1,7,4,0,0,30,4,0,0,2,4,0,0,9,5353
3168,33,32,4,0,16,4,0,0,5,4,0,0,31,4,0,0,49,4,0,0,9,5353
3169,34,33,4,0,21,4,0,0,6,4,0,0,32,4,0,0,17,4,0,0,9,5353
3170,35,34,4,0,24,4,0,0,3,4,0,0,33,4,0,0,25,4,0,0,9,5353
3171,36,35,4,0,31,4,0,0,7,4,0,0,34,4,0,0,9,4,0,0,9,5353
3172,37,36,4,0,2,4,0,0,6,4,0,0,35,4,0,0,33,4,0,0,9,5353
3173,38,37,4,0,7,4,0,0,6,4,0,0,36,4,0,0,57,2,1,1,9,5353
3174,39,38,4,0,9,4,0,0,7,4,0,0,37,4,0,0,1,4,0,1,9,5353
3175,40,39,4,0,12,4,0,0,5,4,0,0,38,4,0,0,49,4,0,0,9,5353
3176,41,40,4,0,55,2,1,1,8,4,0,0,39,4,0,0,25,4,0,0,9,5353
3177,42,41,4,0,49,4,0,1,8,4,0,0,40,4,0,0,9,4,0,0,9,5353
3178,43,42,4,0,63,3,1,1,8,4,0,0,41,4,0,0,41,4,0,0,9,5353
3179,44,43,4,0,56,2,1,1,4,4,0,0,42,4,0,0,41,4,0,0,9,5353
3180,45,44,4,0,36,4,0,1,9,4,0,0,43,4,0,0,41,4,0,0,9,5353
3181,46,46,4,0,47,4,0,0,5,4,0,0,44,4,0,0,9,4,0,0,9,5353
3182,47,47,4,0,43,4,0,0,10,4,0,0,46,4,0,0,9,4,0,0,9,5353
3183,48,48,4,0,24,4,0,0,5,4,0,0,47,4,0,0,22,4,0,0,12,5031
3184,49,49,4,0,28,4,0,0,4,4,0,0,48,4,0,0,22,4,0,0,12,5031
3185,50,49,4,0,31,4,0,0,7,4,0,0,49,4,0,0,22,4,0,0,12,5031
3186,51,50,2,1,18,4,1,0,5,4,1,0,49,4,1,0,23,4,1,0,12,5031
3187,52,51,2,0,23,4,1,0,8,4,1,0,50,2,0,1,23,4,1,0,12,5031
3188,53,53,2,0,14,4,1,0,6,4,1,0,51,2,0,0,20,4,1,0,12,5031
3189,54,53,2,0,13,4,1,0,7,4,1,0,53,2,0,0,20,4,1,0,12,5031
3190,55,54,2,0,0,1,1,1,8,4,1,0,53,2,0,0,21,4,1,0,12,5031
3191,56,55,2,0,5,4,1,1,4,4,1,0,54,2,0,0,21,4,1,0,12,5031
3192,57,57,2,0,56,2,0,1,6,4,1,0,55,2,0,0,18,4,1,0,12,5031
3193,58,58,2,0,53,2,0,0,4,4,1,0,57,2,0,0,19,4,1,0,12,5031
3194,59,59,2,0,49,4,1,1,7,4,1,0,58,2,0,0,19,4,1,0,12,5031
3195,60,59,2,0,50,2,0,1,8,4,1,0,59,2,0,0,19,4,1,0,12,5031
3196,61,60,2,0,45,4,1,1,7,4,1,0,59,2,0,0,16,4,1,0,12,5031
3197,62,61,2,0,43,4,1,0,8,4,1,0,60,2,0,0,16,4,1,0,12,5031
3198,63,62,2,0,36,4,1,0,7,4,1,0,61,2,0,0,17,4,1,0,12,5031
3199,0,63,3,1,33,4,1,0,10,4,1,0,62,2,1,0,4,4,1,0,2,3741
3200,1,1,4,1,4,4,0,0,0,1,1,1,63,3,1,1,62,2,1,1,2,3741
3201,2,2,4,0,9,4,0,0,3,4,0,1,1,4,0,1,50,2,1,0,2,3741
3202,3,3,4,0,13,4,0,0,4,4,0,0,2,4,0,0,54,2,1,0,2,3741
